Age,Height,Weight,BMI,Gender
10,129.2,24.0,14.38,1
38,179.2,65.3,20.33,0
14,161.4,54.4,20.88,0
22,166.1,63.0,22.84,0
2,71.1,11.5,22.75,0
2,70.8,4.0,7.98,1
16,155.4,41.1,17.02,1
90,134.5,43.6,24.1,1
60,144.5,59.0,28.26,1
95,138.6,48.4,25.2,1
16,161.2,48.7,18.74,0
90,150.2,47.8,21.19,1
44,181.4,80.0,24.31,0
54,151.7,72.3,31.42,0
93,142.6,63.8,31.37,0
1,75.6,4.0,7.0,1
90,132.8,52.0,29.49,1
2,78.2,7.0,11.45,1
88,151.4,62.5,27.27,1
99,133.1,47.6,26.87,0
6,100.2,10.3,10.26,1
38,179.7,81.4,25.21,0
18,157.4,59.5,24.02,1
82,156.3,55.0,22.51,0
40,162.8,72.0,27.17,0
15,142.9,46.4,22.72,1
47,176.8,71.1,22.75,0
22,160.9,59.1,22.83,1
95,150.4,60.7,26.83,1
1,73.1,11.3,21.15,0
70,142.8,66.1,32.41,0
88,155.4,45.7,18.92,0
26,164.3,63.3,23.45,1
95,137.5,53.3,28.19,0
6,96.6,18.5,19.83,0
4,100.7,22.0,21.7,0
37,164.7,77.4,28.53,1
40,154.3,63.8,26.8,1
50,149.0,59.1,26.62,1
37,177.7,65.3,20.68,1
18,154.8,46.2,19.28,1
63,162.4,63.4,24.04,0
83,143.0,60.1,29.39,1
49,157.9,73.2,29.36,1
79,147.2,47.0,21.69,1
71,152.4,70.1,30.18,0
4,116.9,18.1,13.24,0
46,157.2,88.4,35.77,0
51,160.4,81.9,31.83,1
6,98.2,11.8,12.24,1
2,70.6,4.0,8.03,1
90,155.4,62.6,25.92,0
15,156.2,35.4,14.51,1
59,167.6,57.5,20.47,1
83,150.3,63.5,28.11,1
85,136.1,48.6,26.24,1
75,141.4,62.8,31.41,1
16,155.8,50.2,20.68,0
52,171.4,68.2,23.21,0
95,141.7,64.8,32.27,0
8,118.9,23.1,16.34,0
35,169.3,54.5,19.01,1
34,165.2,54.6,20.01,1
27,176.4,61.3,19.7,0
92,144.3,68.2,32.75,0
16,164.2,49.3,18.29,0
10,137.8,28.9,15.22,1
39,183.7,77.3,22.91,0
26,160.2,62.4,24.31,1
74,150.9,70.7,31.05,1
76,149.2,69.5,31.22,1
5,102.2,12.2,11.68,1
24,159.8,64.0,25.06,1
19,160.1,49.0,19.12,1
9,122.9,23.9,15.82,0
16,152.4,37.8,16.28,1
66,154.0,66.4,28.0,1
81,150.8,51.0,22.43,1
72,148.0,61.2,27.94,0
10,114.4,17.0,12.99,1
64,149.1,84.7,38.1,0
22,156.1,52.3,21.46,1
4,79.2,7.0,11.16,1
1,66.4,4.0,9.07,1
10,145.0,36.3,17.27,0
49,173.1,74.6,24.9,0
2,76.1,9.7,16.75,0
95,147.8,57.6,26.37,0
89,143.5,49.3,23.94,0
50,155.4,64.3,26.63,1
58,158.4,57.0,22.72,1
43,168.5,89.4,31.49,0
4,99.1,13.5,13.75,1
15,151.3,36.6,15.99,1
85,150.3,62.4,27.62,1
50,179.1,88.2,27.5,0
33,164.6,76.8,28.35,0
83,142.6,48.8,24.0,0
95,135.1,53.7,29.42,1
2,84.4,9.6,13.48,0
44,155.7,80.7,33.29,1
100,142.9,61.6,30.17,0
2,79.5,11.7,18.51,0
98,133.8,55.9,31.22,1
7,126.1,22.3,14.02,0
53,162.0,77.4,29.49,0
1,73.0,4.0,7.51,1
15,161.0,41.0,15.82,0
7,96.7,10.5,11.23,1
30,163.0,62.4,23.49,0
5,105.6,14.4,12.91,0
16,157.7,64.8,26.06,0
7,96.7,20.7,22.14,0
18,155.5,56.2,23.24,1
45,163.9,82.9,30.86,1
80,150.3,74.8,33.11,0
51,153.9,63.8,26.94,0
97,134.4,47.1,26.07,1
21,161.3,47.3,18.18,1
84,139.1,51.7,26.72,0
40,172.4,77.7,26.14,0
9,116.3,16.0,11.83,1
10,118.7,26.4,18.74,0
17,160.1,57.0,22.24,0
59,154.7,62.1,25.95,1
1,71.4,4.0,7.85,1
67,141.6,51.7,25.78,1
29,169.5,61.6,21.44,1
55,166.6,62.3,22.45,0
33,162.2,73.1,27.79,1
16,158.6,55.5,22.06,1
91,139.1,40.4,20.88,1
25,164.5,54.8,20.25,1
61,167.5,64.0,22.81,0
5,101.1,14.9,14.58,0
16,155.1,38.9,16.17,1
16,160.3,48.5,18.87,0
47,173.2,79.4,26.47,0
56,163.2,69.6,26.13,0
35,170.8,61.5,21.08,1
21,154.3,60.2,25.29,1
88,153.6,62.4,26.45,0
71,147.0,55.1,25.5,0
1,71.2,4.0,7.89,1
59,148.9,65.7,29.63,1
58,150.0,68.3,30.36,1
12,134.8,31.1,17.12,0
46,175.3,82.1,26.72,0
65,158.5,54.2,21.57,1
30,165.8,61.8,22.48,1
94,140.2,51.5,26.2,1
26,160.3,52.5,20.43,1
45,151.2,75.2,32.89,1
2,76.5,4.0,6.83,1
16,157.0,65.5,26.57,0
81,155.0,60.0,24.97,0
1,78.9,8.6,13.81,0
23,172.0,73.9,24.98,0
89,147.0,53.7,24.85,0
92,150.5,44.6,19.69,0
13,157.4,50.1,20.22,0
29,177.8,57.3,18.13,0
48,158.2,85.4,34.12,0
23,168.5,66.3,23.35,0
49,161.4,90.6,34.78,0
51,153.7,74.3,31.45,0
10,125.1,25.8,16.49,0
18,168.4,53.3,18.8,0
87,146.1,53.1,24.88,1
2,71.0,4.0,7.93,1
29,163.3,61.2,22.95,1
2,92.6,12.5,14.58,0
1,72.4,4.0,7.63,1
85,148.6,46.2,20.92,1
98,144.1,52.8,25.43,0
17,162.2,65.3,24.82,0
14,160.0,39.2,15.31,0
33,175.7,75.1,24.33,0
14,156.7,49.4,20.12,0
40,159.7,60.6,23.76,0
26,162.1,65.7,25.0,1
88,147.3,48.6,22.4,0
98,135.4,51.2,27.93,1
28,168.9,57.0,19.98,1
99,141.3,49.8,24.94,0
88,138.3,70.0,36.6,0
92,151.8,46.2,20.05,0
11,134.2,24.8,13.77,1
82,146.6,60.0,27.92,1
65,150.6,78.3,34.52,0
21,169.6,55.5,19.29,0
74,146.3,73.6,34.39,0
85,154.2,54.5,22.92,0
17,165.9,57.1,20.75,0
10,137.0,34.5,18.38,0
61,162.0,84.1,32.05,0
99,145.5,40.7,19.23,1
95,135.4,52.7,28.75,0
57,150.9,73.9,32.45,0
8,127.1,24.9,15.41,0
87,155.1,64.0,26.6,0
43,175.7,58.4,18.92,1
88,141.7,55.8,27.79,0
71,138.5,59.3,30.91,1
11,138.2,34.0,17.8,0
80,134.5,46.1,25.48,1
61,152.8,60.6,25.96,0
34,174.6,60.7,19.91,0
33,168.0,59.8,21.19,1
20,155.0,58.3,24.27,1
26,165.8,60.4,21.97,1
76,156.8,51.7,21.03,0
96,130.4,57.0,33.52,1
26,162.3,63.5,24.11,0
75,146.4,76.6,35.74,0
86,138.7,45.0,23.39,0
23,161.2,63.9,24.59,0
38,165.9,66.8,24.27,0
22,155.6,56.0,23.13,1
13,148.7,39.5,17.86,0
67,160.8,59.2,22.9,0
55,167.4,75.6,26.98,1
55,154.5,88.1,36.91,0
53,169.8,87.2,30.24,0
6,94.4,12.0,13.47,1
67,144.9,57.7,27.48,0
77,147.3,70.9,32.68,0
86,150.1,58.0,25.74,0
33,163.0,58.9,22.17,1
18,158.3,48.1,19.19,0
40,164.1,85.0,31.56,0
33,176.4,69.1,22.21,0
42,171.6,74.4,25.27,1
87,138.3,58.3,30.48,1
13,134.9,35.7,19.62,0
7,125.2,26.0,16.59,0
29,170.7,64.9,22.27,1
86,145.1,56.0,26.6,1
90,147.2,51.2,23.63,1
16,153.4,45.6,19.38,1
12,129.2,24.3,14.56,1
73,147.6,73.7,33.83,0
22,168.8,64.9,22.78,0
56,152.9,73.2,31.31,1
97,152.8,56.5,24.2,0
10,120.0,22.9,15.9,0
76,156.8,70.5,28.67,0
15,156.0,35.2,14.46,1
91,137.9,45.5,23.93,1
35,177.7,81.4,25.78,0
61,160.6,73.1,28.34,1
42,174.1,80.9,26.69,0
52,159.4,65.4,25.74,0
1,77.9,10.5,17.3,0
83,151.2,66.5,29.09,0
20,170.2,56.9,19.64,0
11,133.3,24.9,14.01,1
15,155.7,44.4,18.31,1
24,156.3,57.1,23.37,1
22,157.7,58.6,23.56,1
11,128.5,25.9,15.69,1
30,167.2,72.0,25.75,0
12,128.5,25.1,15.2,1
68,145.5,75.4,35.62,0
15,142.3,38.6,19.06,1
44,171.7,74.5,25.27,1
88,145.4,45.1,21.33,1
29,166.2,57.9,20.96,1
80,157.8,49.4,19.84,1
22,159.6,57.2,22.46,0
13,137.1,29.5,15.69,0
2,68.5,4.0,8.52,1
93,152.5,66.9,28.77,0
72,141.3,71.4,35.76,1
87,139.5,66.9,34.38,0
50,156.4,62.2,25.43,0
7,97.8,16.6,17.36,0
98,145.5,44.8,21.16,1
98,136.3,60.9,32.78,0
1,76.1,4.0,6.91,1
95,130.7,50.4,29.5,1
24,160.1,73.2,28.56,0
62,162.4,69.6,26.39,0
68,145.7,55.8,26.29,1
90,139.6,45.8,23.5,1
65,150.9,77.0,33.82,0
10,132.9,27.9,15.8,1
16,161.0,58.7,22.65,0
39,161.1,65.2,25.12,1
29,165.9,71.4,25.94,0
99,145.9,60.7,28.52,0
27,169.4,59.4,20.7,0
8,121.3,16.2,11.01,1
87,141.4,64.6,32.31,0
28,158.9,60.4,23.92,1
70,146.2,78.9,36.91,0
93,154.7,68.4,28.58,0
55,172.1,89.0,30.05,0
23,166.0,73.7,26.75,0
4,88.2,6.4,8.23,1
49,153.6,67.5,28.61,1
72,152.8,65.8,28.18,0
13,155.3,37.1,15.38,1
22,159.2,64.1,25.29,1
2,74.0,11.8,21.55,0
11,132.9,28.4,16.08,1
68,146.7,56.0,26.02,1
13,128.9,28.5,17.15,1
52,162.8,62.9,23.73,0
80,144.5,48.6,23.28,1
16,150.4,41.5,18.35,1
49,170.6,72.2,24.81,1
28,168.5,67.4,23.74,1
71,143.0,58.3,28.51,1
42,171.3,79.3,27.02,0
3,85.8,6.8,9.24,1
35,163.9,55.7,20.73,1
6,94.2,11.2,12.62,1
32,166.5,56.6,20.42,1
76,141.3,55.9,28.0,0
18,162.6,46.7,17.66,1
97,130.7,50.7,29.68,1
35,179.3,77.3,24.04,0
96,154.2,57.0,23.97,0
86,141.5,60.6,30.27,0
42,163.5,64.4,24.09,1
98,134.6,50.7,27.98,0
35,182.1,62.6,18.88,0
17,156.1,56.0,22.98,1
18,154.3,57.6,24.19,1
22,167.8,62.0,22.02,0
99,154.7,40.1,16.76,0
72,158.6,53.9,21.43,1
31,157.9,63.0,25.27,1
62,152.8,72.5,31.05,0
64,157.8,64.6,25.94,1
91,135.2,55.7,30.47,0
69,166.7,78.3,28.18,0
16,158.9,58.9,23.33,1
50,174.2,91.1,30.02,0
2,75.6,10.4,18.2,0
4,85.7,7.0,9.53,1
17,163.6,53.6,20.03,0
58,151.0,68.8,30.17,1
27,167.8,57.2,20.31,1
83,147.5,61.3,28.18,1
3,87.0,10.6,14.0,0
39,155.3,66.6,27.61,1
19,161.9,57.5,21.94,1
50,170.8,83.0,28.45,1
88,143.1,59.2,28.91,1
75,141.8,56.0,27.85,1
74,150.4,50.6,22.37,1
15,142.1,35.8,17.73,1
58,162.3,63.9,24.26,0
68,150.3,64.8,28.69,0
56,159.1,63.6,25.13,1
14,158.2,46.8,18.7,0
2,80.6,8.7,13.39,0
55,155.6,65.2,26.93,1
50,156.0,77.7,31.93,1
91,149.2,53.8,24.17,0
13,130.7,26.2,15.34,1
2,71.9,9.3,17.99,0
82,153.5,51.3,21.77,0
82,149.0,60.8,27.39,0
13,149.7,54.9,24.5,0
72,141.4,66.9,33.46,1
55,145.3,56.3,26.67,1
1,81.2,8.2,12.44,0
26,159.7,61.1,23.96,1
55,151.6,69.8,30.37,0
9,124.2,21.5,13.94,0
39,167.3,73.8,26.37,0
1,81.0,10.9,16.61,0
46,167.4,68.3,24.37,0
86,135.6,47.4,25.78,1
56,170.4,75.3,25.93,0
96,131.5,54.5,31.52,1
28,172.7,75.9,25.45,0
35,168.0,66.1,23.42,1
30,162.7,67.8,25.61,0
46,169.6,78.5,27.29,1
83,154.6,64.0,26.78,0
27,164.6,53.5,19.75,1
45,159.9,63.8,24.95,0
82,148.3,51.4,23.37,1
84,143.5,59.1,28.7,0
17,164.3,56.5,20.93,0
1,79.1,9.1,14.54,0
58,155.5,87.3,36.1,0
14,159.7,47.6,18.66,0
95,137.4,45.0,23.84,1
55,154.3,78.6,33.01,0
83,142.3,49.4,24.4,0
7,107.9,17.2,14.77,0
80,142.4,58.0,28.6,0
29,171.0,54.0,18.47,1
41,155.7,86.0,35.47,0
54,165.9,85.4,31.03,0
70,150.5,56.5,24.94,0
41,180.9,68.3,20.87,0
46,170.0,74.4,25.74,1
31,179.8,70.9,21.93,0
93,135.4,69.2,37.75,0
56,161.2,67.2,25.86,1
85,150.1,45.7,20.28,1
97,134.5,45.2,24.99,1
44,155.9,77.6,31.93,0
85,139.9,57.0,29.12,0
70,158.2,72.3,28.89,0
96,148.6,55.7,25.22,0
78,145.4,66.6,31.5,0
22,167.9,60.3,21.39,0
60,158.7,73.4,29.14,0
22,154.3,58.3,24.49,1
80,152.5,56.5,24.29,1
80,148.2,46.5,21.17,1
66,162.1,51.3,19.52,1
92,141.5,68.3,34.11,0
2,76.1,11.8,20.38,0
7,124.3,23.4,15.15,0
88,147.6,54.1,24.83,1
85,149.9,54.4,24.21,1
58,150.6,79.7,35.14,1
13,138.6,33.3,17.33,0
55,147.1,56.4,26.06,1
41,166.6,80.8,29.11,1
18,159.3,50.8,20.02,1
80,158.5,72.2,28.74,0
50,164.6,77.4,28.57,1
50,155.8,82.4,33.95,0
94,141.8,43.5,21.63,0
20,157.6,59.1,23.79,1
42,171.0,80.7,27.6,0
67,144.4,73.5,35.25,0
45,175.1,91.9,29.97,0
35,162.6,58.4,22.09,1
69,166.1,66.2,23.99,0
31,160.4,65.9,25.61,1
19,164.6,50.0,18.45,0
8,119.3,18.0,12.65,1
1,72.7,4.0,7.57,1
23,161.9,53.5,20.41,1
23,160.8,56.5,21.85,1
7,119.7,23.0,16.05,0
91,146.8,49.6,23.02,0
1,68.6,4.0,8.5,1
1,76.8,11.9,20.18,0
74,153.1,55.6,23.72,1
92,134.1,44.6,24.8,1
8,121.6,21.5,14.54,0
93,141.9,65.9,32.73,0
86,138.6,41.2,21.45,1
16,165.4,64.8,23.69,0
95,143.6,43.2,20.95,1
25,163.5,68.7,25.7,0
87,158.3,58.0,23.15,0
77,154.3,61.1,25.66,0
12,134.2,27.1,15.05,1
52,154.8,82.5,34.43,1
84,140.7,63.4,32.03,0
63,151.4,84.0,36.65,0
97,136.6,48.1,25.78,0
36,167.6,72.1,25.67,1
67,143.1,69.3,33.84,0
32,170.8,76.3,26.15,0
66,151.5,59.4,25.88,1
12,132.8,28.6,16.22,1
86,143.2,63.0,30.72,0
42,161.8,76.4,29.18,1
41,161.4,63.7,24.45,0
32,164.7,71.4,26.32,1
99,143.3,55.1,26.83,0
7,117.9,17.1,12.3,1
39,183.3,83.8,24.94,0
82,144.0,74.6,35.98,0
70,162.4,66.8,25.33,1
76,145.4,59.6,28.19,1
26,158.1,64.6,25.84,1
56,167.4,70.9,25.3,0
26,165.5,56.1,20.48,1
3,93.5,10.5,12.01,0
64,147.0,60.9,28.18,0
50,158.7,72.8,28.91,0
93,138.5,40.5,21.11,1
17,158.1,51.1,20.44,0
75,153.5,52.2,22.15,1
35,167.2,66.9,23.93,0
76,161.9,51.0,19.46,0
54,160.7,72.5,28.07,1
21,159.8,57.4,22.48,1
50,176.9,86.0,27.48,0
55,144.4,79.4,38.08,1
39,170.6,60.9,20.92,1
95,152.8,54.9,23.51,0
3,78.5,7.1,11.52,1
12,136.4,26.9,14.46,1
51,156.5,62.8,25.64,1
26,163.2,69.8,26.21,1
12,137.7,28.2,14.87,1
22,167.9,63.3,22.45,0
34,163.3,78.2,29.32,0
2,92.5,11.1,12.97,0
21,160.6,58.0,22.49,1
38,171.1,73.9,25.24,1
16,159.9,48.1,18.81,0
11,144.1,30.6,14.74,0
76,159.8,73.7,28.86,0
64,166.6,84.4,30.41,0
60,173.3,70.2,23.37,0
40,177.3,60.3,19.18,0
35,154.5,61.0,25.55,1
68,162.7,63.6,24.03,1
27,171.4,71.6,24.37,0
12,133.8,25.4,14.19,1
88,150.2,58.3,25.84,0
37,168.5,70.0,24.65,0
26,171.0,66.4,22.71,1
47,153.0,70.3,30.03,0
8,118.1,22.0,15.77,0
11,131.7,28.0,16.14,1
45,178.5,91.7,28.78,0
82,141.9,64.4,31.98,0
50,167.5,87.9,31.33,0
65,145.6,56.9,26.84,1
9,129.1,20.5,12.3,0
87,148.8,59.6,26.92,1
59,164.8,80.0,29.46,0
36,159.6,76.6,30.07,0
100,140.5,47.9,24.27,1
95,135.3,48.2,26.33,0
60,154.4,81.9,34.35,0
9,127.6,22.4,13.76,0
18,163.8,60.9,22.7,0
90,155.5,66.7,27.58,0
56,165.7,81.5,29.68,1
97,138.9,40.8,21.15,1
23,157.1,54.4,22.04,1
90,158.1,47.7,19.08,0
4,80.5,6.1,9.41,1
70,164.7,61.5,22.67,0
51,162.9,88.6,33.39,0
70,153.6,59.3,25.13,0
9,126.1,22.3,14.02,0
84,146.0,55.7,26.13,0
5,94.3,12.2,13.72,1
12,132.9,26.5,15.0,1
30,172.1,70.7,23.87,0
3,88.1,10.8,13.91,0
87,140.0,50.1,25.56,1
67,159.3,54.4,21.44,1
68,151.1,60.6,26.54,1
13,138.0,25.1,13.18,1
19,162.7,60.2,22.74,0
40,161.0,85.2,32.87,0
2,88.3,10.0,12.83,0
47,159.5,63.9,25.12,0
2,80.3,7.2,11.17,1
67,164.3,63.5,23.52,0
50,163.0,73.9,27.81,0
68,151.2,62.9,27.51,1
39,167.8,73.6,26.14,1
13,156.1,42.3,17.36,1
58,159.8,74.6,29.21,1
55,151.7,60.2,26.16,0
50,163.0,66.9,25.18,1
85,138.4,51.6,26.94,0
75,147.8,53.8,24.63,1
14,145.2,34.9,16.55,1
90,143.5,59.3,28.8,0
77,146.2,63.2,29.57,1
98,145.4,46.2,21.85,1
61,145.9,84.4,39.65,0
11,144.9,35.9,17.1,0
88,145.2,62.9,29.83,0
90,139.8,57.2,29.27,1
11,135.2,33.4,18.27,0
5,107.1,11.2,9.76,1
95,135.1,57.3,31.39,1
69,159.0,74.8,29.59,0
46,154.0,80.5,33.94,0
50,178.5,88.7,27.84,0
16,159.1,51.9,20.5,1
47,157.9,69.2,27.76,0
95,135.9,42.6,23.07,1
93,149.7,43.4,19.37,1
18,152.0,48.0,20.78,1
4,78.6,6.1,9.87,1
95,140.1,50.9,25.93,0
18,159.9,51.3,20.06,0
20,161.4,57.6,22.11,1
35,163.0,57.4,21.6,1
1,67.6,4.0,8.75,1
20,154.7,53.3,22.27,1
28,166.7,63.2,22.74,0
82,159.9,73.7,28.83,0
100,140.8,56.2,28.35,1
81,158.1,70.6,28.24,0
12,135.5,29.0,15.79,0
47,153.6,76.8,32.55,0
30,163.7,66.4,24.78,0
75,147.3,67.3,31.02,1
79,149.4,60.6,27.15,1
97,132.5,50.3,28.65,1
2,87.0,7.6,10.04,1
19,160.4,47.5,18.46,1
31,161.0,55.2,21.3,1
7,124.7,25.9,16.66,0
88,142.8,51.3,25.16,0
76,147.5,57.0,26.2,0
7,121.3,22.5,15.29,0
9,115.2,17.8,13.41,1
95,137.7,44.7,23.57,1
61,162.6,61.6,23.3,0
51,154.5,65.5,27.44,0
68,154.7,64.8,27.08,0
27,162.0,55.7,21.22,1
5,97.4,12.2,12.86,1
96,133.2,46.5,26.21,1
58,162.1,89.9,34.21,0
78,157.2,64.0,25.9,1
32,160.3,61.9,24.09,1
9,115.0,18.5,13.99,1
68,163.4,62.9,23.56,0
12,136.9,34.5,18.41,0
40,163.3,75.9,28.46,0
6,116.4,14.7,10.85,0
35,168.0,68.9,24.41,1
71,156.7,76.4,31.11,0
88,143.7,50.7,24.55,0
50,154.3,85.1,35.74,1
63,163.3,54.9,20.59,1
2,70.4,8.6,17.35,0
1,78.8,10.3,16.59,0
70,160.7,57.7,22.34,1
36,183.7,67.5,20.0,0
39,164.7,67.8,24.99,1
35,176.4,65.8,21.15,0
64,148.6,60.3,27.31,1
53,173.5,77.6,25.78,0
2,80.7,11.5,17.66,0
16,144.3,44.7,21.47,1
1,78.0,11.0,18.08,0
18,168.8,59.7,20.95,0
38,169.8,75.2,26.08,0
12,130.7,31.2,18.26,0
22,165.6,66.0,24.07,0
11,129.5,25.7,15.32,1
22,164.8,71.7,26.4,0
1,66.7,4.0,8.99,1
5,102.7,12.3,11.66,1
30,173.6,69.2,22.96,0
95,145.8,41.7,19.62,1
55,148.6,78.8,35.69,1
2,90.1,10.3,12.69,0
72,161.5,69.6,26.68,0
8,121.5,25.0,16.94,0
9,114.5,16.1,12.28,1
12,136.5,36.8,19.75,0
1,80.7,11.2,17.2,0
51,154.1,77.6,32.68,1
67,166.3,66.5,24.05,0
45,182.5,78.8,23.66,0
78,142.3,57.1,28.2,1
10,144.3,29.9,14.36,0
60,147.8,80.8,36.99,1
60,156.8,58.6,23.83,1
89,135.9,42.1,22.8,1
40,171.8,79.1,26.8,1
60,150.6,70.5,31.08,1
4,99.0,13.8,14.08,1
89,142.6,62.3,30.64,0
5,101.6,11.5,11.14,1
43,160.3,81.9,31.87,0
19,158.4,61.0,24.31,1
100,133.2,39.1,22.04,1
7,116.3,17.7,13.09,1
52,157.5,62.6,25.24,1
83,149.9,58.6,26.08,1
35,169.4,68.5,23.87,0
99,144.1,54.4,26.2,1
85,147.0,46.0,21.29,1
22,159.0,51.7,20.45,1
69,140.9,63.9,32.19,1
95,147.6,67.2,30.85,0
33,174.3,70.5,23.21,0
30,170.1,74.0,25.58,1
1,70.2,10.9,22.12,0
6,104.9,18.2,16.54,0
13,140.2,36.4,18.52,0
77,159.3,62.4,24.59,0
21,162.9,54.9,20.69,1
19,155.0,59.4,24.72,1
42,171.3,69.0,23.51,0
75,147.4,66.8,30.75,1
24,171.9,55.9,18.92,0
65,163.7,65.9,24.59,1
55,167.1,65.0,23.28,1
95,147.0,37.4,17.31,1
24,157.1,62.1,25.16,1
47,158.2,79.0,31.57,0
76,150.0,67.5,30.0,0
74,160.2,55.9,21.78,0
39,157.0,57.9,23.49,1
60,158.8,64.3,25.5,1
4,83.0,6.3,9.15,1
49,159.6,92.0,36.12,0
61,151.2,67.0,29.31,1
20,159.0,59.7,23.61,1
75,145.4,67.6,31.98,1
95,137.0,42.1,22.43,1
40,159.6,74.6,29.29,0
40,158.9,65.0,25.74,0
23,170.7,61.0,20.93,0
22,163.8,59.6,22.21,1
29,159.8,66.0,25.85,1
18,158.0,51.9,20.79,0
4,83.7,14.1,20.13,0
1,76.0,9.8,16.97,0
55,168.1,61.7,21.83,1
19,163.2,50.4,18.92,1
20,162.3,47.3,17.96,1
91,132.6,45.5,25.88,1
2,71.5,4.0,7.82,1
78,146.2,64.5,30.18,1
50,149.5,78.7,35.21,1
14,163.5,45.2,16.91,0
97,141.4,50.1,25.06,0
90,140.8,70.9,35.76,0
85,158.2,60.1,24.01,0
4,86.0,7.9,10.68,1
3,92.8,12.9,14.98,0
43,160.4,71.0,27.6,1
16,151.3,57.6,25.16,1
95,143.7,46.0,22.28,1
84,144.3,48.9,23.48,1
45,182.4,75.2,22.6,0
75,151.5,59.2,25.79,0
41,178.5,74.0,23.22,0
90,157.4,45.0,18.16,0
51,150.0,63.4,28.18,0
13,138.5,26.8,13.97,1
84,154.7,61.4,25.66,1
27,162.2,73.6,27.98,0
90,156.8,57.3,23.31,0
39,176.5,61.0,19.58,1
37,156.4,75.2,30.74,1
75,167.6,74.6,26.56,0
12,141.9,35.5,17.63,0
60,158.9,65.9,26.1,0
1,81.3,10.5,15.89,0
32,179.8,66.9,20.69,0
26,168.4,66.2,23.34,1
91,138.7,44.3,23.03,0
49,156.2,68.9,28.24,0
19,168.2,58.7,20.75,0
28,169.8,54.6,18.94,1
12,136.1,25.7,13.87,1
62,152.1,73.0,31.55,1
65,149.1,59.6,26.81,0
90,149.5,59.7,26.71,0
70,160.7,67.3,26.06,0
45,158.2,72.4,28.93,0
81,140.1,54.3,27.66,1
10,134.5,29.6,16.36,0
18,158.5,51.4,20.46,1
88,139.6,58.0,29.76,1
2,83.1,8.1,11.73,0
10,137.6,35.8,18.91,0
90,149.3,66.7,29.92,0
54,176.9,82.2,26.27,0
26,161.3,52.9,20.33,1
86,154.0,69.4,29.26,0
41,151.2,72.0,31.49,1
14,157.3,39.2,15.84,0
90,140.5,46.3,23.45,1
76,149.5,67.6,30.25,1
85,145.0,45.3,21.55,1
90,131.5,53.7,31.05,1
70,147.5,59.0,27.12,0
1,68.9,4.0,8.43,1
40,159.3,60.0,23.64,1
47,155.5,72.5,29.98,1
85,140.5,56.6,28.67,1
51,154.9,61.8,25.76,1
92,145.6,69.2,32.64,0
33,162.4,66.8,25.33,0
1,78.8,9.2,14.82,0
10,122.6,16.4,10.91,1
18,155.3,58.4,24.21,0
59,167.4,81.6,29.12,1
81,151.6,62.5,27.19,1
22,158.5,66.0,26.27,1
71,147.5,66.9,30.75,1
72,144.0,73.2,35.3,0
22,163.3,58.3,21.86,1
2,78.3,9.4,15.33,0
78,152.3,60.7,26.17,1
2,81.9,9.0,13.42,0
77,148.2,64.6,29.41,1
70,149.4,63.9,28.63,0
21,168.8,61.6,21.62,0
73,165.2,69.5,25.47,0
25,163.2,56.1,21.06,0
56,148.3,65.2,29.65,1
53,171.4,78.3,26.65,0
46,169.2,70.1,24.49,0
13,141.7,32.5,16.19,0
55,173.4,60.2,20.02,0
9,126.7,24.1,15.01,0
12,134.6,36.7,20.26,0
47,168.7,86.8,30.5,0
62,154.4,54.9,23.03,1
40,176.9,89.7,28.66,0
92,137.5,43.6,23.06,1
44,164.6,78.3,28.9,1
22,162.5,60.0,22.72,0
24,170.0,63.5,21.97,0
5,108.9,21.3,17.96,0
88,137.8,50.2,26.44,0
36,160.3,56.8,22.1,1
70,140.3,69.3,35.21,1
18,163.2,52.8,19.82,0
43,176.2,68.5,22.06,0
14,147.7,46.7,21.41,1
36,168.4,56.6,19.96,1
26,158.3,56.5,22.55,1
6,98.4,15.8,16.32,0
90,137.0,41.1,21.9,1
32,166.1,69.1,25.05,1
75,158.7,64.9,25.77,1
49,171.5,67.9,23.09,1
96,131.1,57.7,33.57,1
19,156.7,54.0,21.99,1
32,166.2,73.6,26.65,1
2,72.4,9.8,18.7,0
22,163.7,73.6,27.47,0
54,156.4,76.4,31.23,1
5,112.1,16.4,13.05,0
31,167.1,64.9,23.24,0
2,82.2,11.3,16.72,0
59,156.1,64.4,26.43,0
80,156.2,65.4,26.8,0
34,160.7,64.4,24.94,1
100,138.0,57.1,29.98,1
63,159.6,76.6,30.07,1
92,155.6,53.8,22.22,0
10,129.2,28.8,17.25,1
16,151.6,43.2,18.8,1
49,162.7,81.6,30.83,0
89,138.8,52.5,27.25,0
85,140.3,51.2,26.01,1
85,148.2,55.6,25.32,0
47,171.8,69.9,23.68,0
50,155.4,89.9,37.23,0
16,145.8,46.3,21.78,0
2,70.1,8.1,16.48,0
32,170.4,79.5,27.38,0
57,149.1,88.1,39.63,0
2,85.2,7.2,9.92,1
39,165.8,67.0,24.37,0
18,157.4,46.5,18.77,1
60,169.5,63.3,22.03,0
6,97.4,15.7,16.55,0
63,157.9,55.0,22.06,1
29,165.2,62.4,22.86,1
37,159.8,69.4,27.18,0
85,138.8,57.2,29.69,1
80,144.1,48.7,23.45,0
28,174.1,75.4,24.88,0
93,136.6,49.8,26.69,1
13,139.9,31.9,16.3,0
